,X,Y,day
0,29.825583937,0.0,30213
1,29.8255837698,0.00317347620118,30214
2,29.825583268,0.00634695236677,30215
3,29.8255824318,0.00952042846118,30216
4,29.825581261,0.0126939044488,30217
5,29.8255797558,0.0158673802941,30218
6,29.825577916,0.0190408559614,30219
7,29.8255757418,0.0222143314152,30220
8,29.8255732331,0.0253878066198,30221
9,29.8255703898,0.0285612815397,30222
10,29.8255672121,0.0317347561393,30223
11,29.8255636999,0.034908230383,30224
12,29.8255598531,0.0380817042352,30225
13,29.8255556719,0.0412551776602,30226
14,29.8255511562,0.0444286506227,30227
15,29.8255463059,0.0476021230868,30228
16,29.8255411212,0.0507755950171,30229
17,29.825535602,0.0539490663779,30230
18,29.8255297483,0.0571225371336,30231
19,29.8255235601,0.0602960072488,30232
20,29.8255170373,0.0634694766877,30233
21,29.8255101801,0.0666429454148,30234
22,29.8255029884,0.0698164133944,30235
23,29.8254954622,0.0729898805911,30236
24,29.8254876015,0.0761633469692,30237
25,29.8254794063,0.0793368124931,30238
26,29.8254708766,0.0825102771273,30239
27,29.8254620124,0.085683740836,30240
28,29.8254528137,0.0888572035835,30241
29,29.8254432805,0.0920306653348,30242
30,29.8254334128,0.0952041260539,30243
31,29.8254232106,0.0983775857052,30244
32,29.825412674,0.101551044253,30245
33,29.8254018028,0.104724501662,30246
34,29.8253905971,0.107897957897,30247
35,29.8253790569,0.111071412922,30248
36,29.8253671823,0.1142448667,30249
37,29.8253549731,0.117418319198,30250
38,29.8253424294,0.120591770379,30251
39,29.8253295513,0.123765220207,30252
40,29.8253163386,0.126938668647,30253
41,29.8253027915,0.130112115664,30254
42,29.8252889099,0.133285561221,30255
43,29.8252746937,0.136459005284,30256
44,29.8252601431,0.139632447816,30257
45,29.825245258,0.142805888782,30258
46,29.8252300383,0.145979328147,30259
47,29.8252144842,0.149152765874,30260
48,29.8251985956,0.152326201929,30261
49,29.8251823725,0.155499636275,30262
50,29.8251658149,0.158673068877,30263
51,29.8251489228,0.1618464997,30264
52,29.8251316962,0.165019928708,30265
53,29.8251141352,0.168193355864,30266
54,29.8250962396,0.171366781135,30267
55,29.8250780095,0.174540204484,30268
56,29.825059445,0.177713625875,30269
57,29.8250405459,0.180887045273,30270
58,29.8250213124,0.184060462642,30271
59,29.8250017444,0.187233877948,30272
60,29.8249818418,0.190407291153,30273
61,29.8249616048,0.193580702223,30274
62,29.8249410333,0.196754111121,30275
63,29.8249201273,0.199927517814,30276
64,29.8248988868,0.203100922264,30277
65,29.8248773118,0.206274324436,30278
66,29.8248554024,0.209447724295,30279
67,29.8248331584,0.212621121804,30280
68,29.82481058,0.21579451693,30281
69,29.824787667,0.218967909635,30282
70,29.8247644196,0.222141299884,30283
71,29.8247408377,0.225314687642,30284
72,29.8247169213,0.228488072873,30285
73,29.8246926704,0.231661455541,30286
74,29.824668085,0.234834835612,30287
75,29.8246431651,0.238008213048,30288
76,29.8246179108,0.241181587816,30289
77,29.8245923219,0.244354959878,30290
78,29.8245663986,0.2475283292,30291
79,29.8245401408,0.250701695746,30292
80,29.8245135485,0.25387505948,30293
81,29.8244866217,0.257048420367,30294
82,29.8244593604,0.260221778372,30295
83,29.8244317646,0.263395133457,30296
84,29.8244038344,0.266568485589,30297
85,29.8243755697,0.269741834731,30298
86,29.8243469704,0.272915180848,30299
87,29.8243180367,0.276088523904,30300
88,29.8242887685,0.279261863864,30301
89,29.8242591659,0.282435200692,30302
90,29.8242292287,0.285608534352,30303
91,29.8241989571,0.28878186481,30304
92,29.824168351,0.291955192028,30305
93,29.8241374104,0.295128515972,30306
94,29.8241061353,0.298301836606,30307
95,29.8240745257,0.301475153895,30308
96,29.8240425817,0.304648467803,30309
97,29.8240103032,0.307821778294,30310
98,29.8239776901,0.310995085332,30311
99,29.8239447427,0.314168388883,30312
100,29.8239114607,0.317341688911,30313
101,29.8238778443,0.320514985379,30314
102,29.8238438933,0.323688278253,30315
103,29.8238096079,0.326861567496,30316
104,29.8237749881,0.330034853074,30317
105,29.8237400337,0.33320813495,30318
106,29.8237047449,0.33638141309,30319
107,29.8236691215,0.339554687457,30320
108,29.8236331638,0.342727958015,30321
109,29.8235968715,0.34590122473,30322
110,29.8235602448,0.349074487566,30323
111,29.8235232835,0.352247746487,30324
112,29.8234859879,0.355421001457,30325
113,29.8234483577,0.358594252441,30326
114,29.8234103931,0.361767499403,30327
115,29.8233720939,0.364940742308,30328
116,29.8233334604,0.368113981121,30329
117,29.8232944923,0.371287215805,30330
118,29.8232551898,0.374460446324,30331
119,29.8232155528,0.377633672644,30332
120,29.8231755813,0.380806894729,30333
121,29.8231352754,0.383980112544,30334
122,29.823094635,0.387153326051,30335
123,29.8230536601,0.390326535217,30336
124,29.8230123507,0.393499740006,30337
125,29.8229707069,0.396672940381,30338
126,29.8229287286,0.399846136307,30339
127,29.8228864159,0.403019327749,30340
128,29.8228437686,0.406192514671,30341
129,29.8228007869,0.409365697038,30342
130,29.8227574708,0.412538874813,30343
131,29.8227138202,0.415712047962,30344
132,29.8226698351,0.418885216449,30345
133,29.8226255155,0.422058380238,30346
134,29.8225808615,0.425231539293,30347
135,29.822535873,0.428404693579,30348
136,29.8224905501,0.431577843061,30349
137,29.8224448927,0.434750987703,30350
138,29.8223989008,0.437924127468,30351
139,29.8223525745,0.441097262323,30352
140,29.8223059137,0.44427039223,30353
141,29.8222589184,0.447443517155,30354
142,29.8222115887,0.450616637062,30355
143,29.8221639246,0.453789751915,30356
144,29.8221159259,0.456962861678,30357
145,29.8220675928,0.460135966317,30358
