,day,x,y,z
0,79534,-0.473749199431,0.535859249138,0.0346951925908
1,79535,-0.488742067551,0.522141022848,0.035373208906
2,79536,-0.50334598491,0.508007266173,0.0360230745097
3,79537,-0.517549339158,0.493469236813,0.0366442729221
4,79538,-0.531340843912,0.478538519966,0.0372363109716
5,79539,-0.544709548234,0.463227018507,0.0377987192077
6,79540,-0.557644845794,0.447546942863,0.0383310522914
7,79541,-0.570136483723,0.431510800631,0.0388328893647
8,79542,-0.582174571132,0.41513138592,0.0393038343961
9,79543,-0.593749587306,0.398421768447,0.039743516505
10,79544,-0.604852389545,0.381395282396,0.0401515902616
11,79545,-0.615474220667,0.364065515039,0.0405277359648
12,79546,-0.625606716142,0.346446295151,0.0408716598952
13,79547,-0.635241910874,0.328551681214,0.0411830945453
14,79548,-0.644372245602,0.310395949434,0.0414617988258
15,79549,-0.652990572943,0.291993581575,0.0417075582466
16,79550,-0.661090163032,0.273359252633,0.0419201850753
17,79551,-0.668664708799,0.254507818354,0.0420995184701
18,79552,-0.675708330846,0.235454302605,0.0422454245886
19,79553,-0.682215581931,0.216213884641,0.0423577966727
20,79554,-0.688181451061,0.196801886224,0.0424365551089
21,79555,-0.693601367186,0.177233758681,0.0424816474635
22,79556,-0.698471202491,0.157525069844,0.0424930484948
23,79557,-0.702787275288,0.13769149094,0.0424707601404
24,79558,-0.706546352506,0.117748783402,0.0424148114799
25,79559,-0.709745651773,0.0977127856517,0.042325258675
26,79560,-0.712382843101,0.0775993998351,0.0422021848847
27,79561,-0.714456050164,0.0574245785502,0.0420457001575
28,79562,-0.715963851172,0.0372043115585,0.0418559412998
29,79563,-0.716905279351,0.0169546125104,0.0416330717222
30,79564,-0.717279823016,-0.00330849431387,0.041377281262
31,79565,-0.71708742525,-0.0235689872289,0.0410887859835
32,79566,-0.716328483195,-0.0438108603257,0.0407678279569
33,79567,-0.715003846939,-0.0640181365948,0.0404146750139
34,79568,-0.713114818026,-0.0841748809799,0.0400296204834
35,79569,-0.710663147581,-0.10426521335,0.0396129829054
36,79570,-0.707651034051,-0.124273321379,0.039165105724
37,79571,-0.704081120572,-0.14418347332,0.0386863569611
38,79572,-0.699956491974,-0.16398003066,0.0381771288695
39,79573,-0.695280671414,-0.183647460659,0.0376378375669
40,79574,-0.690057616651,-0.203170348736,0.0370689226516
41,79575,-0.684291715972,-0.22253341072,0.0364708467994
42,79576,-0.677987783771,-0.241721504931,0.0358440953424
43,79577,-0.671151055793,-0.260719644105,0.0351891758316
44,79578,-0.663787184031,-0.279513007134,0.0345066175813
45,79579,-0.655902231316,-0.298086950621,0.0337969711986
46,79580,-0.647502665583,-0.316427020236,0.0330608080963
47,79581,-0.638595353816,-0.334518961877,0.0322987199913
48,79582,-0.629187555711,-0.35234873261,0.0315113183879
49,79583,-0.619286917028,-0.369902511394,0.0306992340478
50,79584,-0.608901462665,-0.387166709574,0.0298631164461
51,79585,-0.598039589455,-0.404127981144,0.0290036332147
52,79586,-0.586710058686,-0.420773232769,0.0281214695736
53,79587,-0.574921988375,-0.437089633553,0.0272173277506
54,79588,-0.56268484528,-0.453064624559,0.0262919263897
55,79589,-0.550008436669,-0.468685928069,0.0253459999491
56,79590,-0.536902901859,-0.483941556573,0.0243802980895
57,79591,-0.523378703537,-0.498819821499,0.0233955850532
58,79592,-0.50944661885,-0.513309341655,0.0223926390344
59,79593,-0.495117730301,-0.527399051402,0.021372251541
60,79594,-0.480403416446,-0.54107820854,0.0203352267496
61,79595,-0.4653153424,-0.554336401906,0.0192823808535
62,79596,-0.449865450163,-0.567163558685,0.0182145414037
63,79597,-0.434065948786,-0.579549951424,0.0171325466446
64,79598,-0.417929304363,-0.591486204748,0.0160372448448
65,79599,-0.401468229882,-0.602963301789,0.0149294936226
66,79600,-0.384695674931,-0.613972590297,0.0138101592676
67,79601,-0.367624815268,-0.624505788463,0.0126801160593
