,day,x,y,z
0,61022,-18.0968130793,2.86665346658,0.245381506206
1,61023,-18.0974573574,2.86258236412,0.245374722783
2,61024,-18.0981007608,2.8585111233,0.245367927502
3,61025,-18.0987432893,2.85443974429,0.245361120358
4,61026,-18.0993849429,2.8503682273,0.245354301353
5,61027,-18.1000257216,2.84629657253,0.245347470489
6,61028,-18.1006656253,2.84222478017,0.245340627765
7,61029,-18.1013046542,2.83815285043,0.245333773181
8,61030,-18.101942808,2.83408078349,0.245326906738
9,61031,-18.1025800867,2.83000857954,0.245320028436
10,61032,-18.1032164904,2.82593623881,0.245313138276
11,61033,-18.103852019,2.82186376146,0.245306236257
12,61034,-18.1044866726,2.81779114772,0.245299322381
13,61035,-18.1051204509,2.81371839776,0.245292396647
14,61036,-18.105753354,2.80964551179,0.245285459055
15,61037,-18.1063853819,2.80557249,0.245278509607
16,61038,-18.1070165346,2.80149933259,0.245271548302
17,61039,-18.1076468121,2.79742603978,0.245264575143
18,61040,-18.1082762143,2.79335261173,0.245257590126
19,61041,-18.108904741,2.78927904865,0.245250593254
20,61042,-18.1095323925,2.78520535074,0.245243584527
21,61043,-18.1101591685,2.7811315182,0.245236563945
22,61044,-18.1107850691,2.77705755122,0.245229531509
23,61045,-18.1114100942,2.77298345,0.245222487218
24,61046,-18.1120342439,2.76890921474,0.245215431074
25,61047,-18.112657518,2.76483484563,0.245208363076
26,61048,-18.1132799166,2.76076034287,0.245201283225
27,61049,-18.1139014396,2.75668570666,0.245194191521
28,61050,-18.114522087,2.75261093719,0.245187087964
29,61051,-18.1151418587,2.74853603466,0.245179972556
30,61052,-18.1157607549,2.74446099929,0.245172845297
31,61053,-18.1163787753,2.74038583123,0.245165706185
32,61054,-18.11699592,2.73631053072,0.245158555223
33,61055,-18.1176121889,2.73223509794,0.24515139241
34,61056,-18.1182275821,2.72815953308,0.245144217747
35,61057,-18.1188420994,2.72408383634,0.245137031233
36,61058,-18.1194557409,2.72000800792,0.24512983287
37,61059,-18.1200685065,2.71593204803,0.245122622658
38,61060,-18.1206803962,2.71185595684,0.245115400596
39,61061,-18.12129141,2.70777973457,0.245108166686
40,61062,-18.1219015479,2.70370338143,0.245100920929
41,61063,-18.1225108096,2.69962689756,0.245093663323
42,61064,-18.1231191955,2.69555028322,0.24508639387
43,61065,-18.1237267052,2.69147353857,0.245079112569
44,61066,-18.124333339,2.68739666382,0.245071819422
45,61067,-18.1249390965,2.68331965915,0.245064514427
46,61068,-18.125543978,2.6792425248,0.245057197588
47,61069,-18.1261479832,2.67516526091,0.245049868902
48,61070,-18.1267511123,2.67108786772,0.24504252837
49,61071,-18.1273533652,2.66701034542,0.245035175995
50,61072,-18.1279547418,2.66293269419,0.245027811774
51,61073,-18.1285552421,2.65885491424,0.245020435708
