,day,x,y,z
0,78988,0.0599823262318,0.260192214398,0.0159132208789
1,78989,0.0308560715322,0.265027566299,0.0189968731897
2,78990,0.00141682021164,0.267177234311,0.0218880476464
3,78991,-0.0280372651119,0.266644467149,0.0245595242596
4,78992,-0.0572150009389,0.263475097736,0.0269882359061
5,78993,-0.0858398099899,0.257754249233,0.0291557000104
6,78994,-0.113656102382,0.249601511978,0.031048209349
7,78995,-0.140434104631,0.23916508348,0.0326567943021
8,78996,-0.165973020254,0.226615394877,0.0339769889727
9,78997,-0.190102577738,0.212138708084,0.0350084462213
10,78998,-0.212683152583,0.195931078744,0.0357544513907
11,78999,-0.23360473019,0.178192966157,0.0362213824871
12,79000,-0.25278500761,0.15912465524,0.036418157892
13,79001,-0.270166924272,0.138922553422,0.0363557035394
14,79002,-0.285715877799,0.11777634618,0.0360464618214
15,79003,-0.299416833263,0.0958669406948,0.0355039556221
16,79004,-0.311271482963,0.0733650959119,0.0347424135762
17,79005,-0.321295565761,0.0504306243999,0.0337764571613
18,79006,-0.329516413929,0.0272120517821,0.0326208464738
19,79007,-0.335970762959,0.00384662823237,0.0312902792619
20,79008,-0.340702835591,-0.0195394002063,0.0297992366511
21,79009,-0.343762694551,-0.0428303377761,0.0281618686853
22,79010,-0.345204847732,-0.0659204651575,0.0263919130296
23,79011,-0.345087083424,-0.0887133946242,0.0245026407332
24,79012,-0.3434695104,-0.111121391512,0.0225068236533
25,79013,-0.340413777193,-0.133064689501,0.0204167189095
26,79014,-0.335982445897,-0.15447081937,0.0182440664728
27,79015,-0.330238497669,-0.175273964619,0.0160000966825
28,79016,-0.323244949441,-0.195414352645,0.013695545085
29,79017,-0.315064563779,-0.21483768653,0.0113406725136
30,79018,-0.305759636264,-0.233494619917,0.00894528876307
31,79019,-0.295391847038,-0.251340275575,0.00651877858026
32,79020,-0.284022165201,-0.268333806964,0.00407012898282
33,79021,-0.271710796595,-0.284438001271,0.00160795715958
34,79022,-0.258517167111,-0.299618921893,-0.000859461603883
35,79023,-0.244499935018,-0.313845588033,-0.00332416638425
36,79024,-0.229717026981,-0.327089689018,-0.00577848375565
37,79025,-0.214225693463,-0.33932533095,-0.00821500180321
38,79026,-0.198082579988,-0.350528813413,-0.0106265451513
39,79027,-0.18134381149,-0.360678434141,-0.0130061510899
40,79028,-0.164065087491,-0.369754319746,-0.0153470468495
41,79029,-0.146301786394,-0.37773828086,-0.0176426280485
42,79030,-0.128109077515,-0.384613690253,-0.0198864383205
43,79031,-0.109542039816,-0.39036538279,-0.0220721501229
44,79032,-0.0906557865646,-0.394979576322,-0.0241935467261
45,79033,-0.0715055953239,-0.398443812897,-0.0262445053832
46,79034,-0.0521470428506,-0.40074691992,-0.0282189816944
47,79035,-0.0326361445681,-0.401878991205,-0.030110995186
48,79036,-0.0130294983586,-0.401831388122,-0.0319146161498
49,79037,0.00661556756477,-0.400596761348,-0.0336239538023
50,79038,0.0262408429597,-0.398169094035,-0.035233145858
51,79039,0.0457870803555,-0.394543767559,-0.0367363496393
52,79040,0.065193836783,-0.389717651296,-0.0381277348847
53,79041,0.0843993130672,-0.383689218321,-0.0394014784679
54,79042,0.103340191523,-0.376458689217,-0.0405517612866
55,79043,0.121951473275,-0.368028206674,-0.0415727676541
56,79044,0.140166316825,-0.358402043908,-0.0424586875927
57,79045,0.15791588006,-0.347586850415,-0.0432037225222
58,79046,0.175129168616,-0.335591939013,-0.0438020949351
59,79047,0.191732894396,-0.322429618496,-0.0442480627695
60,79048,0.207651349162,-0.308115576717,-0.0445359393252
61,79049,0.222806299504,-0.292669319105,-0.0446601197201
62,79050,0.237116911155,-0.276114667893,-0.0446151150558
63,79051,0.250499712699,-0.258480327266,-0.0443955956465
64,79052,0.262868611137,-0.239800519298,-0.0439964448628
65,79053,0.274134974687,-0.220115694777,-0.0434128253464
66,79054,0.284207801547,-0.199473321595,-0.0426402595408
67,79055,0.292993997178,-0.177928751087,-0.0416747266512
68,79056,0.300398786827,-0.155546159291,-0.0405127782462
69,79057,0.306326294465,-0.132399555153,-0.0391516747196
70,79058,0.310680323669,-0.10857384088,-0.0375895446652
71,79059,0.31336537977,-0.0841659004813,-0.0358255688183
72,79060,0.314287975176,-0.0592856806845,-0.0338601894753
73,79061,0.313358260045,-0.0340572135473,-0.031695345101
74,79062,0.31049201701,-0.00861951218779,-0.0293347280423
75,79063,0.305613049828,0.0168727493802,-0.0267840607655
76,79064,0.298655979351,0.0422488832202,-0.0240513827116
77,79065,0.289569434183,0.0673222932382,-0.0211473357279
78,79066,0.278319585858,0.0918911884996,-0.0180854311912
79,79067,0.264893928695,0.115740060292,-0.0148822767461
80,79068,0.249305143899,0.138642070968,-0.0115577356683
81,79069,0.231594820328,0.160362471893,-0.00813498820252
82,79070,0.21183673894,0.180663108679,-0.00464046307087
83,79071,0.190139376772,0.199307981318,-0.00110361009292
84,79072,0.166647265124,0.216069707868,0.00244350728987
85,79073,0.141540861153,0.230736604174,0.00596680730666
86,79074,0.115034674044,0.243119958588,0.00943096213298
87,79075,0.0873735276917,0.25306097688,0.0128003147798
88,79076,0.0588270292638,0.260436826232,0.0160398871384
