,X,Y,day
0,9.02413380505,0.0,74336
1,9.02413345253,0.00259149168198,74337
2,9.02413239496,0.00518298316145,74338
3,9.02413063236,0.007774474236,74339
4,9.02412816471,0.0103659647031,74340
5,9.02412499202,0.0129574543604,74341
6,9.02412111429,0.0155489430053,74342
7,9.02411653151,0.0181404304354,74343
8,9.0241112437,0.0207319164483,74344
9,9.02410525085,0.0233234008413,74345
10,9.02409855295,0.0259148834122,74346
11,9.02409115002,0.0285063639583,74347
12,9.02408304204,0.0310978422773,74348
13,9.02407422903,0.0336893181667,74349
14,9.02406471099,0.0362807914239,74350
15,9.0240544879,0.0388722618466,74351
16,9.02404355978,0.0414637292323,74352
17,9.02403192663,0.0440551933785,74353
18,9.02401958844,0.0466466540827,74354
19,9.02400654522,0.0492381111425,74355
20,9.02399279697,0.0518295643554,74356
21,9.02397834369,0.054421013519,74357
22,9.02396318539,0.0570124584307,74358
23,9.02394732205,0.0596038988881,74359
24,9.02393075369,0.0621953346888,74360
25,9.02391348031,0.0647867656302,74361
26,9.0238955019,0.06737819151,74362
27,9.02387681847,0.0699696121257,74363
28,9.02385743003,0.0725610272747,74364
29,9.02383733656,0.0751524367547,74365
30,9.02381653808,0.0777438403632,74366
31,9.02379503459,0.0803352378977,74367
32,9.02377282608,0.0829266291558,74368
33,9.02374991257,0.0855180139349,74369
34,9.02372629405,0.0881093920328,74370
35,9.02370197052,0.0907007632468,74371
36,9.02367694199,0.0932921273745,74372
37,9.02365120846,0.0958834842135,74373
38,9.02362476993,0.0984748335614,74374
39,9.0235976264,0.101066175216,74375
40,9.02356977788,0.103657508974,74376
41,9.02354122437,0.106248834633,74377
42,9.02351196587,0.108840151992,74378
43,9.02348200239,0.111431460847,74379
44,9.02345133392,0.114022760997,74380
45,9.02341996047,0.116614052238,74381
46,9.02338788205,0.119205334368,74382
47,9.02335509865,0.121796607185,74383
48,9.02332161027,0.124387870486,74384
49,9.02328741693,0.12697912407,74385
50,9.02325251863,0.129570367732,74386
51,9.02321691536,0.132161601272,74387
52,9.02318060713,0.134752824487,74388
53,9.02314359395,0.137344037173,74389
54,9.02310587581,0.139935239129,74390
55,9.02306745273,0.142526430153,74391
56,9.0230283247,0.145117610041,74392
57,9.02298849173,0.147708778592,74393
58,9.02294795382,0.150299935602,74394
59,9.02290671098,0.152891080871,74395
60,9.0228647632,0.155482214194,74396
61,9.0228221105,0.15807333537,74397
62,9.02277875288,0.160664444196,74398
63,9.02273469034,0.16325554047,74399
64,9.02268992288,0.16584662399,74400
65,9.02264445051,0.168437694553,74401
66,9.02259827323,0.171028751956,74402
67,9.02255139106,0.173619795997,74403
68,9.02250380398,0.176210826474,74404
69,9.02245551201,0.178801843184,74405
70,9.02240651515,0.181392845925,74406
71,9.0223568134,0.183983834495,74407
72,9.02230640678,0.186574808691,74408
73,9.02225529528,0.18916576831,74409
74,9.0222034789,0.191756713151,74410
75,9.02215095766,0.19434764301,74411
76,9.02209773156,0.196938557686,74412
77,9.0220438006,0.199529456976,74413
78,9.02198916479,0.202120340678,74414
79,9.02193382414,0.204711208589,74415
80,9.02187777864,0.207302060507,74416
81,9.0218210283,0.209892896229,74417
82,9.02176357313,0.212483715554,74418
83,9.02170541314,0.215074518278,74419
84,9.02164654832,0.217665304199,74420
85,9.02158697869,0.220256073115,74421
86,9.02152670425,0.222846824824,74422
87,9.021465725,0.225437559123,74423
88,9.02140404096,0.22802827581,74424
89,9.02134165212,0.230618974682,74425
90,9.02127855849,0.233209655537,74426
91,9.02121476008,0.235800318172,74427
92,9.02115025689,0.238390962386,74428
93,9.02108504894,0.240981587976,74429
94,9.02101913621,0.243572194739,74430
95,9.02095251873,0.246162782474,74431
96,9.0208851965,0.248753350977,74432
97,9.02081716952,0.251343900047,74433
98,9.0207484378,0.253934429481,74434
99,9.02067900135,0.256524939076,74435
100,9.02060886017,0.259115428631,74436
101,9.02053801427,0.261705897943,74437
102,9.02046646365,0.264296346809,74438
103,9.02039420832,0.266886775028,74439
104,9.0203212483,0.269477182397,74440
105,9.02024758357,0.272067568713,74441
106,9.02017321416,0.274657933775,74442
107,9.02009814007,0.277248277379,74443
108,9.0200223613,0.279838599325,74444
109,9.01994587787,0.282428899408,74445
110,9.01986868977,0.285019177428,74446
111,9.01979079702,0.287609433181,74447
112,9.01971219963,0.290199666465,74448
113,9.01963289759,0.292789877078,74449
114,9.01955289092,0.295380064818,74450
115,9.01947217963,0.297970229482,74451
116,9.01939076372,0.300560370869,74452
117,9.0193086432,0.303150488775,74453
118,9.01922581808,0.305740582998,74454
119,9.01914228836,0.308330653337,74455
120,9.01905805405,0.310920699588,74456
121,9.01897311517,0.31351072155,74457
122,9.01888747171,0.31610071902,74458
123,9.01880112369,0.318690691796,74459
124,9.01871407111,0.321280639675,74460
125,9.01862631398,0.323870562456,74461
126,9.01853785231,0.326460459936,74462
127,9.01844868611,0.329050331913,74463
128,9.01835881538,0.331640178184,74464
129,9.01826824014,0.334229998547,74465
130,9.01817696039,0.3368197928,74466
131,9.01808497614,0.339409560741,74467
132,9.0179922874,0.341999302167,74468
133,9.01789889418,0.344589016877,74469
134,9.01780479648,0.347178704667,74470
135,9.01770999432,0.349768365336,74471
136,9.0176144877,0.352357998681,74472
137,9.01751827663,0.3549476045,74473
138,9.01742136113,0.357537182591,74474
139,9.01732374119,0.360126732752,74475
140,9.01722541683,0.36271625478,74476
141,9.01712638805,0.365305748473,74477
142,9.01702665487,0.367895213629,74478
143,9.0169262173,0.370484650046,74479
144,9.01682507534,0.373074057521,74480
