,day,x,y,z
2103,79244,-5.38215412219594,-0.9005174365425859,-0.02876053965799264
2104,79245,-5.380986108097182,-0.9076091293494044,-0.02891976322207268
2105,79246,-5.379808282184324,-0.9146991672008538,-0.02907893405319071
2106,79247,-5.37862064676697,-0.9217875371963249,-0.029238051861986185
2107,79248,-5.377423204169937,-0.9288742264382321,-0.029397116359190678
2108,79249,-5.376215956733219,-0.9359592220320223,-0.029556127255628072
2109,79250,-5.374998906812009,-0.9430425110861883,-0.029715084262214905
2110,79251,-5.3737720567766845,-0.9501240807122716,-0.029873987089960388
2111,79252,-5.372535409012802,-0.9572039180248962,-0.030032835449967148
2112,79253,-5.371288965921106,-0.9642820101417674,-0.030191629053431236
2113,79254,-5.37003272991751,-0.9713583441836877,-0.030350367611642504
2114,79255,-5.368766703433104,-0.9784329072745652,-0.030509050835984708
2115,79256,-5.36749088891415,-0.9855056865414336,-0.03066767843793604
2116,79257,-5.366205288822069,-0.9925766691144666,-0.030826250129069376
2117,79258,-5.36490990563345,-0.9996458421269827,-0.03098476562105247
2118,79259,-5.3636047418400405,-1.0067131927154631,-0.03114322462564827
2119,79260,-5.3622897999487416,-1.0137787080195666,-0.03130162685471529
2120,79261,-5.360965082481608,-1.020842375182138,-0.031459972020207796
2121,79262,-5.359630591975846,-1.0279041813492245,-0.03161825983417616
2122,79263,-5.3582863309838045,-1.034964113670081,-0.031776490008766985
2123,79264,-5.3569323020729716,-1.0420221592972,-0.03193466225622379
2124,79265,-5.355568507825976,-1.0490783053863098,-0.032092776288886904
2125,79266,-5.354194950840592,-1.0561325390963858,-0.03225083181919385
2126,79267,-5.352811633729705,-1.0631848475896795,-0.03240882855967982
2127,79268,-5.351418559121348,-1.0702352180317103,-0.03256676622297762
2128,79269,-5.3500157296586694,-1.0772836375912989,-0.032724644521818363
2129,79270,-5.3486031479999445,-1.0843300934405629,-0.032882463169031415
2130,79271,-5.347180816818557,-1.091374572754945,-0.03304022187754495
2131,79272,-5.345748738803018,-1.098417062713218,-0.03319792036038611
2132,79273,-5.344306916656942,-1.1054575504974822,-0.03335555833068095
2133,79274,-5.342855353099056,-1.1124960232932264,-0.0335131355016558
2134,79275,-5.341394050863184,-1.1195324682892784,-0.033670651586636124
2135,79276,-5.339923012698262,-1.126566872677864,-0.033828106299047866
2136,79277,-5.338442241368319,-1.1335992236546053,-0.033985499352417424
2137,79278,-5.336951739652473,-1.1406295084185214,-0.03414283046037163
2138,79279,-5.335451510344941,-1.1476577141720685,-0.034300099336638676
2139,79280,-5.333941556255029,-1.1546838281211191,-0.03445730569504763
2140,79281,-5.332421880207116,-1.1617078374750118,-0.034614449249529555
2141,79282,-5.3308924850406765,-1.1687297294465322,-0.03477152971411708
2142,79283,-5.329353373610251,-1.1757494912519442,-0.034928546802945104
2143,79284,-5.32780454878546,-1.1827671101109953,-0.03508550023025091
2144,79285,-5.326246013450995,-1.189782573246939,-0.03524238971037465
2145,79286,-5.3246777705066135,-1.1967958678865345,-0.03539921495775939
2146,79287,-5.323099822867138,-1.2038069812600662,-0.03555597568695147
2147,79288,-5.321512173462449,-1.2108159006013577,-0.03571267161260087
2148,79289,-5.31991482523749,-1.217822613147784,-0.035869302449461474
2149,79290,-5.318307781152254,-1.2248271061402793,-0.03602586791239121
2150,79291,-5.316691044181786,-1.2318293668233689,-0.036182367716352824
2151,79292,-5.31506461731618,-1.2388293824451482,-0.03633880157641335
2152,79293,-5.313428503560573,-1.2458271402573322,-0.03649516920774525
